"strainID"	"COG_category"	"frequency"
"P_glacincola_ACAM483"	"F, G"	2
"P_immobilis_1159"	"F, G"	3
"P_immobilis_1184"	"F, G"	2
"P_immobilis_1347"	"F, G"	2
"P_immobilis_1555"	"F, G"	2
"P_immobilis_1617"	"F, G"	2
"P_immobilis_1745"	"F, G"	2
"P_immobilis_252"	"F, G"	2
"P_immobilis_A-11"	"F, G"	2
"P_immobilis_A-19"	"F, G"	2
"P_immobilis_A1007"	"F, G"	2
"P_immobilis_A1014"	"F, G"	2
"P_immobilis_A351"	"F, G"	2
"P_immobilis_A352"	"F, G"	2
"P_immobilis_Liston1000"	"F, G"	2
"P_immobilis_NC10"	"F, G"	2
"P_immobilis_NCIMB357"	"F, G"	2
"P_immobilis_NCIMB361"	"F, G"	2
"P_immobilis_NCIMB362"	"F, G"	2
"P_immobilis_S3"	"F, G"	2
"P_jeotgali_YKJ-103"	"F, G"	2
"P_luti_NF11"	"F, G"	2
"P_lutiphocae_IMMIBL-1110"	"F, G"	2
"P_marincola_KMM227"	"F, G"	2
"P_maritimus_Pi2-20"	"F, G"	2
"P_maritimus_Pi2-25"	"F, G"	2
"P_namhaensis_SW-242"	"F, G"	2
"P_nivimaris_88-2-7"	"F, G"	2
"P_oceani_4k5"	"F, G"	2
"P_okhotskensis_A1004"	"F, G"	2
"P_okhotskensis_MD17"	"F, G"	2
"P_pacificensis_NIBH-P2K6"	"F, G"	2
"P_phenylpyruvicus_ACAM535"	"F, G"	2
"P_piscatorii_T-3-2"	"F, G"	2
"P_priscuii_LFX-15B1"	"F, G"	2
"P_proteolyticus_116"	"F, G"	2
"P_pulmonis_ES2-W5a2"	"F, G"	2
"P_pulmonis_S-606"	"F, G"	2
"P_salsus_DD48"	"F, G"	2
"P_sanguinis_10070"	"F, G"	2
"P_sanguinis_13983"	"F, G"	2
"P_sanguinis_1501"	"F, G"	2
"P_sanguinis_92"	"F, G"	2
"P_sp_1044"	"F, G"	2
"P_sp_2pS"	"F, G"	2
"P_sp_72-O-c"	"F, G"	2
"P_sp_CMS30"	"F, G"	2
"P_sp_DD43"	"F, G"	2
"P_sp_H7-1"	"F, G"	2
"P_sp_H8-1"	"F, G"	2
"P_sp_HII-4"	"F, G"	2
"P_sp_IAM12030_72-O-c"	"F, G"	2
"P_sp_JCM18900"	"F, G"	2
"P_sp_JCM18902"	"F, G"	2
"P_sp_JCM18903"	"F, G"	2
"P_sp_NC44"	"F, G"	2
"P_sp_Pi2-1"	"F, G"	2
"P_sp_Pi2-51"	"F, G"	3
"P_sp_Pi2-52"	"F, G"	2
"P_submarinus_KMM225"	"F, G"	2
"P_urativorans_ACAM311"	"F, G"	2
"P_urativorans_ACAM534"	"F, G"	2
"P_vallis_CMS39"	"F, G"	2
"P_adeliensis_SJ14"	"F, H"	0
"P_aestuarii_SC35"	"F, H"	0
"P_alimentarius_JG100"	"F, H"	0
"P_alimentarius_JG102"	"F, H"	0
"P_aquaticus_CMS56"	"F, H"	0
"P_aquimaris_SW-210"	"F, H"	0
"P_arcticus_273-4"	"F, H"	0
"P_arenosus_R7"	"F, H"	0
"P_celer_SW-238"	"F, H"	0
"P_cibarius_JG-219"	"F, H"	0
"P_cibarius_JG-220"	"F, H"	0
"P_ciconiae_176-10"	"F, H"	0
"P_cryohalolentis_K5"	"F, H"	1
"P_faecalis_Iso-46"	"F, H"	0
"P_faecalis_PBFP-1"	"F, H"	0
"P_fjordensis_BSw21516B"	"F, H"	0
"P_fozii_NF23"	"F, H"	0
"P_frigidicola_ACAM304"	"F, H"	1
"P_frigidicola_ACAM309"	"F, H"	1
"P_fulvigenes_KC-40"	"F, H"	0
"P_glaciei_Blc20019"	"F, H"	0
"P_glacincola_1447"	"F, H"	0
"P_glacincola_ACAM483"	"F, H"	1
"P_immobilis_1159"	"F, H"	0
"P_immobilis_1184"	"F, H"	1
"P_immobilis_1347"	"F, H"	0
"P_immobilis_1555"	"F, H"	0
"P_immobilis_1617"	"F, H"	0
"P_immobilis_1745"	"F, H"	0
"P_immobilis_252"	"F, H"	0
"P_immobilis_A-11"	"F, H"	0
"P_immobilis_A-19"	"F, H"	0
"P_immobilis_A1007"	"F, H"	0
"P_immobilis_A1014"	"F, H"	0
"P_immobilis_A351"	"F, H"	0
"P_immobilis_A352"	"F, H"	0
"P_immobilis_Liston1000"	"F, H"	0
"P_immobilis_NC10"	"F, H"	0
"P_immobilis_NCIMB357"	"F, H"	0
"P_immobilis_NCIMB361"	"F, H"	0
"P_immobilis_NCIMB362"	"F, H"	0
"P_immobilis_S3"	"F, H"	0
"P_jeotgali_YKJ-103"	"F, H"	0
"P_luti_NF11"	"F, H"	0
"P_lutiphocae_IMMIBL-1110"	"F, H"	0
"P_marincola_KMM227"	"F, H"	0
"P_maritimus_Pi2-20"	"F, H"	0
"P_maritimus_Pi2-25"	"F, H"	0
"P_namhaensis_SW-242"	"F, H"	0
"P_nivimaris_88-2-7"	"F, H"	0
"P_oceani_4k5"	"F, H"	0
"P_okhotskensis_A1004"	"F, H"	0
"P_okhotskensis_MD17"	"F, H"	0
"P_pacificensis_NIBH-P2K6"	"F, H"	0
"P_phenylpyruvicus_ACAM535"	"F, H"	0
"P_piscatorii_T-3-2"	"F, H"	0
"P_priscuii_LFX-15B1"	"F, H"	1
"P_proteolyticus_116"	"F, H"	0
"P_pulmonis_ES2-W5a2"	"F, H"	0
"P_pulmonis_S-606"	"F, H"	0
"P_salsus_DD48"	"F, H"	0
"P_sanguinis_10070"	"F, H"	0
"P_sanguinis_13983"	"F, H"	0
"P_sanguinis_1501"	"F, H"	0
"P_sanguinis_92"	"F, H"	0
"P_sp_1044"	"F, H"	0
"P_sp_2pS"	"F, H"	0
"P_sp_72-O-c"	"F, H"	0
"P_sp_CMS30"	"F, H"	0
"P_sp_DD43"	"F, H"	1
"P_sp_H7-1"	"F, H"	0
"P_sp_H8-1"	"F, H"	0
"P_sp_HII-4"	"F, H"	0
"P_sp_IAM12030_72-O-c"	"F, H"	0
"P_sp_JCM18900"	"F, H"	0
"P_sp_JCM18902"	"F, H"	0
"P_sp_JCM18903"	"F, H"	0
"P_sp_NC44"	"F, H"	0
"P_sp_Pi2-1"	"F, H"	0
"P_sp_Pi2-51"	"F, H"	0
"P_sp_Pi2-52"	"F, H"	0
"P_submarinus_KMM225"	"F, H"	0
"P_urativorans_ACAM311"	"F, H"	1
"P_urativorans_ACAM534"	"F, H"	2
"P_vallis_CMS39"	"F, H"	0
"P_adeliensis_SJ14"	"F, J"	2
"P_aestuarii_SC35"	"F, J"	2
"P_alimentarius_JG100"	"F, J"	2
"P_alimentarius_JG102"	"F, J"	2
"P_aquaticus_CMS56"	"F, J"	2
"P_aquimaris_SW-210"	"F, J"	3
"P_arcticus_273-4"	"F, J"	3
"P_arenosus_R7"	"F, J"	3
"P_celer_SW-238"	"F, J"	2
"P_cibarius_JG-219"	"F, J"	3
"P_cibarius_JG-220"	"F, J"	3
"P_ciconiae_176-10"	"F, J"	4
"P_cryohalolentis_K5"	"F, J"	3
"P_faecalis_Iso-46"	"F, J"	3
"P_faecalis_PBFP-1"	"F, J"	3
"P_fjordensis_BSw21516B"	"F, J"	2
"P_fozii_NF23"	"F, J"	2
"P_frigidicola_ACAM304"	"F, J"	4
"P_frigidicola_ACAM309"	"F, J"	3
"P_fulvigenes_KC-40"	"F, J"	3
"P_glaciei_Blc20019"	"F, J"	2
"P_glacincola_1447"	"F, J"	3
"P_glacincola_ACAM483"	"F, J"	3
"P_immobilis_1159"	"F, J"	3
"P_immobilis_1184"	"F, J"	3
"P_immobilis_1347"	"F, J"	3
"P_immobilis_1555"	"F, J"	3
"P_immobilis_1617"	"F, J"	3
"P_immobilis_1745"	"F, J"	2
"P_immobilis_252"	"F, J"	3
"P_immobilis_A-11"	"F, J"	3
"P_immobilis_A-19"	"F, J"	3
"P_immobilis_A1007"	"F, J"	3
"P_immobilis_A1014"	"F, J"	3
"P_immobilis_A351"	"F, J"	3
"P_immobilis_A352"	"F, J"	3
"P_immobilis_Liston1000"	"F, J"	2
"P_immobilis_NC10"	"F, J"	3
"P_immobilis_NCIMB357"	"F, J"	3
"P_immobilis_NCIMB361"	"F, J"	3
"P_immobilis_NCIMB362"	"F, J"	3
"P_immobilis_S3"	"F, J"	3
"P_jeotgali_YKJ-103"	"F, J"	3
"P_luti_NF11"	"F, J"	3
"P_lutiphocae_IMMIBL-1110"	"F, J"	3
"P_marincola_KMM227"	"F, J"	2
"P_maritimus_Pi2-20"	"F, J"	3
"P_maritimus_Pi2-25"	"F, J"	3
"P_namhaensis_SW-242"	"F, J"	2
"P_nivimaris_88-2-7"	"F, J"	2
"P_oceani_4k5"	"F, J"	2
"P_okhotskensis_A1004"	"F, J"	3
"P_okhotskensis_MD17"	"F, J"	3
"P_pacificensis_NIBH-P2K6"	"F, J"	2
"P_phenylpyruvicus_ACAM535"	"F, J"	3
"P_piscatorii_T-3-2"	"F, J"	3
"P_priscuii_LFX-15B1"	"F, J"	3
"P_proteolyticus_116"	"F, J"	2
"P_pulmonis_ES2-W5a2"	"F, J"	3
"P_pulmonis_S-606"	"F, J"	3
"P_salsus_DD48"	"F, J"	3
"P_sanguinis_10070"	"F, J"	3
"P_sanguinis_13983"	"F, J"	3
"P_sanguinis_1501"	"F, J"	3
"P_sanguinis_92"	"F, J"	3
"P_sp_1044"	"F, J"	3
"P_sp_2pS"	"F, J"	3
"P_sp_72-O-c"	"F, J"	3
"P_sp_CMS30"	"F, J"	3
"P_sp_DD43"	"F, J"	3
"P_sp_H7-1"	"F, J"	2
"P_sp_H8-1"	"F, J"	3
"P_sp_HII-4"	"F, J"	2
"P_sp_IAM12030_72-O-c"	"F, J"	3
"P_sp_JCM18900"	"F, J"	2
"P_sp_JCM18902"	"F, J"	3
"P_sp_JCM18903"	"F, J"	3
"P_sp_NC44"	"F, J"	3
"P_sp_Pi2-1"	"F, J"	2
"P_sp_Pi2-51"	"F, J"	2
"P_sp_Pi2-52"	"F, J"	2
"P_submarinus_KMM225"	"F, J"	3
"P_urativorans_ACAM311"	"F, J"	3
"P_urativorans_ACAM534"	"F, J"	4
"P_vallis_CMS39"	"F, J"	3
"P_adeliensis_SJ14"	"F, L"	0
"P_aestuarii_SC35"	"F, L"	0
"P_alimentarius_JG100"	"F, L"	0
"P_alimentarius_JG102"	"F, L"	0
"P_aquaticus_CMS56"	"F, L"	0
"P_aquimaris_SW-210"	"F, L"	0
"P_arcticus_273-4"	"F, L"	0
"P_arenosus_R7"	"F, L"	1
"P_celer_SW-238"	"F, L"	0
"P_cibarius_JG-219"	"F, L"	0
"P_cibarius_JG-220"	"F, L"	0
"P_ciconiae_176-10"	"F, L"	0
"P_cryohalolentis_K5"	"F, L"	0
"P_faecalis_Iso-46"	"F, L"	0
"P_faecalis_PBFP-1"	"F, L"	0
"P_fjordensis_BSw21516B"	"F, L"	0
"P_fozii_NF23"	"F, L"	0
"P_frigidicola_ACAM304"	"F, L"	0
"P_frigidicola_ACAM309"	"F, L"	0
"P_fulvigenes_KC-40"	"F, L"	0
"P_glaciei_Blc20019"	"F, L"	0
"P_glacincola_1447"	"F, L"	0
"P_glacincola_ACAM483"	"F, L"	0
"P_immobilis_1159"	"F, L"	0
"P_immobilis_1184"	"F, L"	0
"P_immobilis_1347"	"F, L"	0
"P_immobilis_1555"	"F, L"	0
"P_immobilis_1617"	"F, L"	0
"P_immobilis_1745"	"F, L"	0
"P_immobilis_252"	"F, L"	0
"P_immobilis_A-11"	"F, L"	0
"P_immobilis_A-19"	"F, L"	0
"P_immobilis_A1007"	"F, L"	0
"P_immobilis_A1014"	"F, L"	0
"P_immobilis_A351"	"F, L"	0
"P_immobilis_A352"	"F, L"	0
"P_immobilis_Liston1000"	"F, L"	0
"P_immobilis_NC10"	"F, L"	0
"P_immobilis_NCIMB357"	"F, L"	0
"P_immobilis_NCIMB361"	"F, L"	0
"P_immobilis_NCIMB362"	"F, L"	0
"P_immobilis_S3"	"F, L"	0
"P_jeotgali_YKJ-103"	"F, L"	0
"P_luti_NF11"	"F, L"	0
"P_lutiphocae_IMMIBL-1110"	"F, L"	0
"P_marincola_KMM227"	"F, L"	0
"P_maritimus_Pi2-20"	"F, L"	0
"P_maritimus_Pi2-25"	"F, L"	0
"P_namhaensis_SW-242"	"F, L"	0
"P_nivimaris_88-2-7"	"F, L"	0
"P_oceani_4k5"	"F, L"	0
"P_okhotskensis_A1004"	"F, L"	0
"P_okhotskensis_MD17"	"F, L"	0
"P_pacificensis_NIBH-P2K6"	"F, L"	0
"P_phenylpyruvicus_ACAM535"	"F, L"	0
"P_piscatorii_T-3-2"	"F, L"	0
"P_priscuii_LFX-15B1"	"F, L"	0
"P_proteolyticus_116"	"F, L"	0
"P_pulmonis_ES2-W5a2"	"F, L"	0
"P_pulmonis_S-606"	"F, L"	0
"P_salsus_DD48"	"F, L"	0
"P_sanguinis_10070"	"F, L"	0
"P_sanguinis_13983"	"F, L"	0
"P_sanguinis_1501"	"F, L"	0
"P_sanguinis_92"	"F, L"	0
"P_sp_1044"	"F, L"	0
"P_sp_2pS"	"F, L"	0
"P_sp_72-O-c"	"F, L"	0
"P_sp_CMS30"	"F, L"	0
"P_sp_DD43"	"F, L"	0
"P_sp_H7-1"	"F, L"	0
"P_sp_H8-1"	"F, L"	0
"P_sp_HII-4"	"F, L"	0
"P_sp_IAM12030_72-O-c"	"F, L"	0
"P_sp_JCM18900"	"F, L"	0
"P_sp_JCM18902"	"F, L"	0
"P_sp_JCM18903"	"F, L"	0
"P_sp_NC44"	"F, L"	0
"P_sp_Pi2-1"	"F, L"	0
"P_sp_Pi2-51"	"F, L"	0
"P_sp_Pi2-52"	"F, L"	0
"P_submarinus_KMM225"	"F, L"	0
"P_urativorans_ACAM311"	"F, L"	0
"P_urativorans_ACAM534"	"F, L"	0
"P_vallis_CMS39"	"F, L"	0
"P_adeliensis_SJ14"	"G"	55
"P_aestuarii_SC35"	"G"	45
"P_alimentarius_JG100"	"G"	49
"P_alimentarius_JG102"	"G"	50
"P_aquaticus_CMS56"	"G"	44
"P_aquimaris_SW-210"	"G"	53
"P_arcticus_273-4"	"G"	42
"P_arenosus_R7"	"G"	52
"P_celer_SW-238"	"G"	39
"P_cibarius_JG-219"	"G"	43
"P_cibarius_JG-220"	"G"	43
"P_ciconiae_176-10"	"G"	38
"P_cryohalolentis_K5"	"G"	47
"P_faecalis_Iso-46"	"G"	44
"P_faecalis_PBFP-1"	"G"	41
"P_fjordensis_BSw21516B"	"G"	44
"P_fozii_NF23"	"G"	52
"P_frigidicola_ACAM304"	"G"	42
"P_frigidicola_ACAM309"	"G"	38
"P_fulvigenes_KC-40"	"G"	51
"P_glaciei_Blc20019"	"G"	48
"P_glacincola_1447"	"G"	43
"P_glacincola_ACAM483"	"G"	49
"P_immobilis_1159"	"G"	44
"P_immobilis_1184"	"G"	46
"P_immobilis_1347"	"G"	41
"P_immobilis_1555"	"G"	43
"P_immobilis_1617"	"G"	43
"P_immobilis_1745"	"G"	47
"P_immobilis_252"	"G"	44
"P_immobilis_A-11"	"G"	40
"P_immobilis_A-19"	"G"	41
"P_immobilis_A1007"	"G"	43
"P_immobilis_A1014"	"G"	43
"P_immobilis_A351"	"G"	42
"P_immobilis_A352"	"G"	48
"P_immobilis_Liston1000"	"G"	49
"P_immobilis_NC10"	"G"	47
"P_immobilis_NCIMB357"	"G"	44
"P_immobilis_NCIMB361"	"G"	44
"P_immobilis_NCIMB362"	"G"	46
"P_immobilis_S3"	"G"	41
"P_jeotgali_YKJ-103"	"G"	43
"P_luti_NF11"	"G"	43
"P_lutiphocae_IMMIBL-1110"	"G"	49
"P_marincola_KMM227"	"G"	50
"P_maritimus_Pi2-20"	"G"	46
"P_maritimus_Pi2-25"	"G"	43
"P_namhaensis_SW-242"	"G"	42
"P_nivimaris_88-2-7"	"G"	47
"P_oceani_4k5"	"G"	43
"P_okhotskensis_A1004"	"G"	44
"P_okhotskensis_MD17"	"G"	42
"P_pacificensis_NIBH-P2K6"	"G"	43
"P_phenylpyruvicus_ACAM535"	"G"	46
"P_piscatorii_T-3-2"	"G"	48
"P_priscuii_LFX-15B1"	"G"	45
"P_proteolyticus_116"	"G"	50
"P_pulmonis_ES2-W5a2"	"G"	49
"P_pulmonis_S-606"	"G"	40
"P_salsus_DD48"	"G"	40
"P_sanguinis_10070"	"G"	46
"P_sanguinis_13983"	"G"	43
"P_sanguinis_1501"	"G"	42
"P_sanguinis_92"	"G"	43
"P_sp_1044"	"G"	42
"P_sp_2pS"	"G"	52
"P_sp_72-O-c"	"G"	48
"P_sp_CMS30"	"G"	45
"P_sp_DD43"	"G"	45
"P_sp_H7-1"	"G"	41
"P_sp_H8-1"	"G"	51
"P_sp_HII-4"	"G"	40
"P_sp_IAM12030_72-O-c"	"G"	48
"P_sp_JCM18900"	"G"	52
"P_sp_JCM18902"	"G"	47
"P_sp_JCM18903"	"G"	42
"P_sp_NC44"	"G"	42
"P_sp_Pi2-1"	"G"	47
"P_sp_Pi2-51"	"G"	45
"P_sp_Pi2-52"	"G"	48
"P_submarinus_KMM225"	"G"	41
"P_urativorans_ACAM311"	"G"	43
"P_urativorans_ACAM534"	"G"	45
"P_vallis_CMS39"	"G"	47
"P_adeliensis_SJ14"	"G, H"	1
"P_aestuarii_SC35"	"G, H"	1
"P_alimentarius_JG100"	"G, H"	1
"P_alimentarius_JG102"	"G, H"	1
"P_aquaticus_CMS56"	"G, H"	1
"P_aquimaris_SW-210"	"G, H"	1
"P_arcticus_273-4"	"G, H"	1
"P_arenosus_R7"	"G, H"	1
"P_celer_SW-238"	"G, H"	1
"P_cibarius_JG-219"	"G, H"	1
"P_cibarius_JG-220"	"G, H"	1
"P_ciconiae_176-10"	"G, H"	0
"P_cryohalolentis_K5"	"G, H"	1
"P_faecalis_Iso-46"	"G, H"	1
"P_faecalis_PBFP-1"	"G, H"	1
"P_fjordensis_BSw21516B"	"G, H"	1
"P_fozii_NF23"	"G, H"	1
"P_frigidicola_ACAM304"	"G, H"	1
"P_frigidicola_ACAM309"	"G, H"	1
"P_fulvigenes_KC-40"	"G, H"	1
"P_glaciei_Blc20019"	"G, H"	1
"P_glacincola_1447"	"G, H"	1
"P_glacincola_ACAM483"	"G, H"	1
"P_immobilis_1159"	"G, H"	1
"P_immobilis_1184"	"G, H"	1
"P_immobilis_1347"	"G, H"	1
"P_immobilis_1555"	"G, H"	1
"P_immobilis_1617"	"G, H"	1
"P_immobilis_1745"	"G, H"	1
"P_immobilis_252"	"G, H"	1
"P_immobilis_A-11"	"G, H"	1
"P_immobilis_A-19"	"G, H"	1
"P_immobilis_A1007"	"G, H"	1
"P_immobilis_A1014"	"G, H"	1
"P_immobilis_A351"	"G, H"	1
"P_immobilis_A352"	"G, H"	1
"P_immobilis_Liston1000"	"G, H"	1
"P_immobilis_NC10"	"G, H"	1
"P_immobilis_NCIMB357"	"G, H"	1
"P_immobilis_NCIMB361"	"G, H"	1
"P_immobilis_NCIMB362"	"G, H"	1
"P_immobilis_S3"	"G, H"	1
"P_jeotgali_YKJ-103"	"G, H"	1
"P_luti_NF11"	"G, H"	1
"P_lutiphocae_IMMIBL-1110"	"G, H"	1
"P_marincola_KMM227"	"G, H"	1
"P_maritimus_Pi2-20"	"G, H"	1
"P_maritimus_Pi2-25"	"G, H"	1
"P_namhaensis_SW-242"	"G, H"	1
"P_nivimaris_88-2-7"	"G, H"	1
"P_oceani_4k5"	"G, H"	1
"P_okhotskensis_A1004"	"G, H"	1
"P_okhotskensis_MD17"	"G, H"	1
"P_pacificensis_NIBH-P2K6"	"G, H"	1
"P_phenylpyruvicus_ACAM535"	"G, H"	1
"P_piscatorii_T-3-2"	"G, H"	1
"P_priscuii_LFX-15B1"	"G, H"	1
"P_proteolyticus_116"	"G, H"	1
"P_pulmonis_ES2-W5a2"	"G, H"	3
"P_pulmonis_S-606"	"G, H"	1
"P_salsus_DD48"	"G, H"	1
"P_sanguinis_10070"	"G, H"	1
"P_sanguinis_13983"	"G, H"	1
"P_sanguinis_1501"	"G, H"	1
"P_sanguinis_92"	"G, H"	1
"P_sp_1044"	"G, H"	1
"P_sp_2pS"	"G, H"	1
"P_sp_72-O-c"	"G, H"	1
"P_sp_CMS30"	"G, H"	1
"P_sp_DD43"	"G, H"	1
"P_sp_H7-1"	"G, H"	1
"P_sp_H8-1"	"G, H"	1
"P_sp_HII-4"	"G, H"	1
"P_sp_IAM12030_72-O-c"	"G, H"	1
"P_sp_JCM18900"	"G, H"	1
"P_sp_JCM18902"	"G, H"	1
"P_sp_JCM18903"	"G, H"	1
"P_sp_NC44"	"G, H"	1
"P_sp_Pi2-1"	"G, H"	1
"P_sp_Pi2-51"	"G, H"	1
"P_sp_Pi2-52"	"G, H"	1
"P_submarinus_KMM225"	"G, H"	1
"P_urativorans_ACAM311"	"G, H"	1
"P_urativorans_ACAM534"	"G, H"	0
"P_vallis_CMS39"	"G, H"	1
"P_adeliensis_SJ14"	"G, M"	2
"P_aestuarii_SC35"	"G, M"	2
"P_alimentarius_JG100"	"G, M"	4
"P_alimentarius_JG102"	"G, M"	4
"P_aquaticus_CMS56"	"G, M"	3
"P_aquimaris_SW-210"	"G, M"	5
"P_arcticus_273-4"	"G, M"	1
"P_arenosus_R7"	"G, M"	3
"P_celer_SW-238"	"G, M"	4
"P_cibarius_JG-219"	"G, M"	4
"P_cibarius_JG-220"	"G, M"	4
"P_ciconiae_176-10"	"G, M"	1
"P_cryohalolentis_K5"	"G, M"	2
"P_faecalis_Iso-46"	"G, M"	2
"P_faecalis_PBFP-1"	"G, M"	3
"P_fjordensis_BSw21516B"	"G, M"	4
"P_fozii_NF23"	"G, M"	4
"P_frigidicola_ACAM304"	"G, M"	2
"P_frigidicola_ACAM309"	"G, M"	2
"P_fulvigenes_KC-40"	"G, M"	4
"P_glaciei_Blc20019"	"G, M"	4
"P_glacincola_1447"	"G, M"	4
"P_glacincola_ACAM483"	"G, M"	3
"P_immobilis_1159"	"G, M"	4
"P_immobilis_1184"	"G, M"	3
"P_immobilis_1347"	"G, M"	2
"P_immobilis_1555"	"G, M"	4
"P_immobilis_1617"	"G, M"	4
"P_immobilis_1745"	"G, M"	4
"P_immobilis_252"	"G, M"	4
"P_immobilis_A-11"	"G, M"	3
"P_immobilis_A-19"	"G, M"	4
"P_immobilis_A1007"	"G, M"	4
"P_immobilis_A1014"	"G, M"	4
"P_immobilis_A351"	"G, M"	4
"P_immobilis_A352"	"G, M"	4
"P_immobilis_Liston1000"	"G, M"	2
"P_immobilis_NC10"	"G, M"	4
"P_immobilis_NCIMB357"	"G, M"	4
"P_immobilis_NCIMB361"	"G, M"	4
"P_immobilis_NCIMB362"	"G, M"	3
"P_immobilis_S3"	"G, M"	3
"P_jeotgali_YKJ-103"	"G, M"	2
"P_luti_NF11"	"G, M"	2
"P_lutiphocae_IMMIBL-1110"	"G, M"	1
"P_marincola_KMM227"	"G, M"	2
"P_maritimus_Pi2-20"	"G, M"	2
"P_maritimus_Pi2-25"	"G, M"	2
"P_namhaensis_SW-242"	"G, M"	2
"P_nivimaris_88-2-7"	"G, M"	4
"P_oceani_4k5"	"G, M"	2
"P_okhotskensis_A1004"	"G, M"	4
"P_okhotskensis_MD17"	"G, M"	4
"P_pacificensis_NIBH-P2K6"	"G, M"	2
"P_phenylpyruvicus_ACAM535"	"G, M"	2
"P_piscatorii_T-3-2"	"G, M"	4
"P_priscuii_LFX-15B1"	"G, M"	2
"P_proteolyticus_116"	"G, M"	2
"P_pulmonis_ES2-W5a2"	"G, M"	2
"P_pulmonis_S-606"	"G, M"	2
"P_salsus_DD48"	"G, M"	2
"P_sanguinis_10070"	"G, M"	3
"P_sanguinis_13983"	"G, M"	2
"P_sanguinis_1501"	"G, M"	2
"P_sanguinis_92"	"G, M"	2
"P_sp_1044"	"G, M"	4
"P_sp_2pS"	"G, M"	4
"P_sp_72-O-c"	"G, M"	2
"P_sp_CMS30"	"G, M"	2
"P_sp_DD43"	"G, M"	2
"P_sp_H7-1"	"G, M"	1
"P_sp_H8-1"	"G, M"	4
"P_sp_HII-4"	"G, M"	4
"P_sp_IAM12030_72-O-c"	"G, M"	2
"P_sp_JCM18900"	"G, M"	5
"P_sp_JCM18902"	"G, M"	4
"P_sp_JCM18903"	"G, M"	4
"P_sp_NC44"	"G, M"	4
"P_sp_Pi2-1"	"G, M"	4
"P_sp_Pi2-51"	"G, M"	4
"P_sp_Pi2-52"	"G, M"	2
"P_submarinus_KMM225"	"G, M"	2
"P_urativorans_ACAM311"	"G, M"	2
"P_urativorans_ACAM534"	"G, M"	1
"P_vallis_CMS39"	"G, M"	2
"P_adeliensis_SJ14"	"H"	101
"P_aestuarii_SC35"	"H"	90
"P_alimentarius_JG100"	"H"	94
"P_alimentarius_JG102"	"H"	94
"P_aquaticus_CMS56"	"H"	100
"P_aquimaris_SW-210"	"H"	99
"P_arcticus_273-4"	"H"	83
"P_arenosus_R7"	"H"	96
"P_celer_SW-238"	"H"	94
"P_cibarius_JG-219"	"H"	90
"P_cibarius_JG-220"	"H"	97
"P_ciconiae_176-10"	"H"	86
"P_cryohalolentis_K5"	"H"	91
"P_faecalis_Iso-46"	"H"	92
"P_faecalis_PBFP-1"	"H"	96
"P_fjordensis_BSw21516B"	"H"	90
"P_fozii_NF23"	"H"	90
"P_frigidicola_ACAM304"	"H"	94
"P_frigidicola_ACAM309"	"H"	86
"P_fulvigenes_KC-40"	"H"	95
"P_glaciei_Blc20019"	"H"	87
"P_glacincola_1447"	"H"	93
"P_glacincola_ACAM483"	"H"	88
"P_immobilis_1159"	"H"	94
"P_immobilis_1184"	"H"	95
"P_immobilis_1347"	"H"	86
"P_immobilis_1555"	"H"	95
"P_immobilis_1617"	"H"	94
"P_immobilis_1745"	"H"	93
"P_immobilis_252"	"H"	88
"P_immobilis_A-11"	"H"	95
"P_immobilis_A-19"	"H"	90
"P_immobilis_A1007"	"H"	92
"P_immobilis_A1014"	"H"	90
"P_immobilis_A351"	"H"	95
"P_immobilis_A352"	"H"	93
"P_immobilis_Liston1000"	"H"	92
"P_immobilis_NC10"	"H"	91
"P_immobilis_NCIMB357"	"H"	90
"P_immobilis_NCIMB361"	"H"	91
"P_immobilis_NCIMB362"	"H"	89
"P_immobilis_S3"	"H"	90
"P_jeotgali_YKJ-103"	"H"	87
"P_luti_NF11"	"H"	90
"P_lutiphocae_IMMIBL-1110"	"H"	88
"P_marincola_KMM227"	"H"	93
"P_maritimus_Pi2-20"	"H"	90
"P_maritimus_Pi2-25"	"H"	90
"P_namhaensis_SW-242"	"H"	99
"P_nivimaris_88-2-7"	"H"	91
"P_oceani_4k5"	"H"	91
"P_okhotskensis_A1004"	"H"	90
"P_okhotskensis_MD17"	"H"	90
"P_pacificensis_NIBH-P2K6"	"H"	91
"P_phenylpyruvicus_ACAM535"	"H"	93
"P_piscatorii_T-3-2"	"H"	93
"P_priscuii_LFX-15B1"	"H"	91
"P_proteolyticus_116"	"H"	93
"P_pulmonis_ES2-W5a2"	"H"	97
"P_pulmonis_S-606"	"H"	90
"P_salsus_DD48"	"H"	84
"P_sanguinis_10070"	"H"	96
"P_sanguinis_13983"	"H"	97
"P_sanguinis_1501"	"H"	96
"P_sanguinis_92"	"H"	97
"P_sp_1044"	"H"	91
"P_sp_2pS"	"H"	99
"P_sp_72-O-c"	"H"	88
"P_sp_CMS30"	"H"	89
"P_sp_DD43"	"H"	90
"P_sp_H7-1"	"H"	93
"P_sp_H8-1"	"H"	91
"P_sp_HII-4"	"H"	91
"P_sp_IAM12030_72-O-c"	"H"	88
"P_sp_JCM18900"	"H"	93
"P_sp_JCM18902"	"H"	92
"P_sp_JCM18903"	"H"	89
"P_sp_NC44"	"H"	89
