"strainID"	"COG_category"	"frequency"	"frequency_w_multiCOG_proteins"	"corrected_frequency"	"ecotype_rev"	"GeneNumber"	"finalCOGproportion"
"sanguinis_017"	"J"	161	3	164	"flexible"	2483	0.0660491341119613
"sanguinis_091"	"J"	162	3	165	"flexible"	2574	0.0641025641025641
"sanguinis_092"	"J"	159	3	162	"flexible"	2639	0.0613868889730959
"sanguinis_093"	"J"	159	3	162	"flexible"	2564	0.063182527301092
"sp1044_082"	"J"	157	3	160	"restricted"	2798	0.0571837026447462
"sp2ps_018"	"J"	157	3	160	"restricted"	2800	0.0571428571428571
"spCMS30_034"	"J"	159	4	163	"flexible"	2604	0.0625960061443932
"spDD43_036"	"J"	159	4	163	"restricted"	2513	0.0648627138877835
"spH71_040"	"J"	160	2	162	"flexible"	2612	0.0620214395099541
"spH81_042"	"J"	165	3	168	"restricted"	2832	0.0593220338983051
"spHII4_041"	"J"	158	3	161	"flexible"	2717	0.0592565329407435
"spIAM12030_053"	"J"	159	4	163	"restricted"	2669	0.061071562382915
"spJCM18900_049"	"J"	159	2	161	"restricted"	2671	0.0602770497940846
"spJCM18902_051"	"J"	160	3	163	"restricted"	2721	0.0599044468945241
"spJCM18903_052"	"J"	160	4	164	"restricted"	2871	0.0571229536746778
"spNC44_083"	"J"	159	4	163	"restricted"	2689	0.0606173298624024
"spPi21_038"	"J"	157	3	160	"restricted"	2591	0.0617522192203782
"spPi251_037"	"J"	158	3	161	"restricted"	2736	0.0588450292397661
"spPi252_039"	"J"	157	2	159	"restricted"	2671	0.0595282665668289
"submarinus_043"	"J"	158	4	162	"restricted"	2555	0.0634050880626223
"urativorans_019"	"J"	160	5	165	"restricted"	2811	0.0586979722518677
"urativorans_084"	"J"	153	3	156	"restricted"	2276	0.0685413005272408
"vallis_020"	"J"	158	4	162	"restricted"	2678	0.0604929051530993
"adeliensis_001"	"K"	113	0	113	"restricted"	2572	0.0439346811819596
"aestuarii_044"	"K"	92	0	92	"flexible"	2353	0.0390990225244369
"alimentarius_002"	"K"	116	0	116	"restricted"	2806	0.0413399857448325
"alimentarius_024"	"K"	119	0	119	"restricted"	2795	0.0425760286225403
"aquaticus_003"	"K"	115	1	116	"restricted"	2698	0.0429948109710897
"aquimaris_025"	"K"	119	0	119	"restricted"	2937	0.0405175348995574
"arcticus_004"	"K"	76	0	76	"restricted"	2165	0.0351039260969977
"arenosus_005"	"K"	105	1	106	"flexible"	2930	0.0361774744027304
"celer_006"	"K"	99	3	102	"flexible"	2477	0.0411788453774727
"cibarius_007"	"K"	94	0	94	"restricted"	2653	0.0354315868827742
"cibarius_026"	"K"	107	1	108	"restricted"	2973	0.0363269424823411
"ciconiae_008"	"K"	72	0	72	"flexible"	2167	0.0332256575911398
"cryohalolentis_009"	"K"	103	3	106	"restricted"	2493	0.0425190533493783
"faecalis_023"	"K"	93	0	93	"flexible"	2677	0.0347403810235338
"faecalis_087"	"K"	102	0	102	"flexible"	2548	0.0400313971742543
"fjordensis_054"	"K"	119	0	119	"restricted"	2796	0.0425608011444921
"fozii_021"	"K"	128	0	128	"flexible"	2846	0.044975404075896
"frigidicola_010"	"K"	72	0	72	"restricted"	2385	0.030188679245283
"frigidicola_056"	"K"	75	1	76	"restricted"	2327	0.0326600773528148
"fulvigenes_045"	"K"	116	0	116	"flexible"	2995	0.0387312186978297
"glaciei_055"	"K"	118	0	118	"restricted"	2772	0.0425685425685426
"glacincola_011"	"K"	106	0	106	"restricted"	2645	0.0400756143667297
"glacincola_057"	"K"	109	1	110	"restricted"	2878	0.0382209867963864
"immobilis_012"	"K"	103	0	103	"restricted"	2676	0.0384902840059791
"immobilis_058"	"K"	107	2	109	"restricted"	2978	0.0366017461383479
"immobilis_059"	"K"	118	0	118	"restricted"	2914	0.0404941660947152
"immobilis_060"	"K"	117	0	117	"restricted"	2664	0.0439189189189189
"immobilis_061"	"K"	117	0	117	"restricted"	2889	0.0404984423676012
"immobilis_062"	"K"	111	0	111	"restricted"	2607	0.0425776754890679
"immobilis_063"	"K"	95	0	95	"restricted"	2914	0.0326012354152368
"immobilis_064"	"K"	93	2	95	"restricted"	2753	0.0345078096621867
"immobilis_065"	"K"	103	1	104	"restricted"	2897	0.0358992060752503
"immobilis_066"	"K"	99	0	99	"restricted"	2792	0.035458452722063
"immobilis_067"	"K"	95	0	95	"restricted"	2508	0.0378787878787879
"immobilis_068"	"K"	105	0	105	"restricted"	2910	0.0360824742268041
"immobilis_069"	"K"	107	3	110	"restricted"	2844	0.0386779184247539
"immobilis_070"	"K"	109	3	112	"restricted"	2894	0.0387007601935038
"immobilis_071"	"K"	113	2	115	"flexible"	2626	0.0437928408225438
"immobilis_072"	"K"	97	2	99	"restricted"	2591	0.038209185642609
"immobilis_073"	"K"	104	0	104	"restricted"	2774	0.0374909877433309
"immobilis_074"	"K"	118	1	119	"restricted"	2761	0.0431003259688519
"immobilis_075"	"K"	100	1	101	"restricted"	2708	0.0372968980797637
"immobilis_076"	"K"	90	0	90	"restricted"	2612	0.0344563552833078
"jeotgali_027"	"K"	92	2	94	"flexible"	2618	0.0359052711993888
"luti_022"	"K"	91	2	93	"restricted"	2431	0.0382558617852735
"lutiphocae_013"	"K"	94	2	96	"flexible"	2582	0.0371804802478699
"marincola_014"	"K"	112	0	112	"restricted"	2526	0.0443388756927949
"maritimus_015"	"K"	103	0	103	"flexible"	2591	0.0397529911231185
"maritimus_028"	"K"	98	2	100	"flexible"	2594	0.038550501156515
"namhaensis_029"	"K"	86	0	86	"restricted"	2451	0.0350877192982456
"nivimaris_030"	"K"	125	1	126	"restricted"	2809	0.0448558205767177
"oceani_047"	"K"	104	1	105	"flexible"	2513	0.0417827298050139
"okhotskensis_031"	"K"	101	3	104	"restricted"	2830	0.0367491166077739
"okhotskensis_080"	"K"	96	1	97	"restricted"	2832	0.0342514124293785
"pacificensis_032"	"K"	106	2	108	"flexible"	2737	0.0394592619656558
"phenylpyruvicus_090"	"K"	84	2	86	"flexible"	2721	0.0316060271958839
"piscatorii_048"	"K"	121	0	121	"flexible"	2961	0.0408645727794664
"priscuii_086"	"K"	105	0	105	"flexible"	2528	0.0415348101265823
"proteolyticus_016"	"K"	112	0	112	"restricted"	2503	0.0447463044346784
"pulmonis_088"	"K"	92	0	92	"flexible"	2445	0.0376278118609407
"pulmonis_089"	"K"	117	0	117	"flexible"	2864	0.0408519553072626
"salsus_033"	"K"	81	0	81	"restricted"	2417	0.0335126189491105
"sanguinis_017"	"K"	75	0	75	"flexible"	2483	0.0302053966975433
"sanguinis_091"	"K"	81	2	83	"flexible"	2574	0.0322455322455322
"sanguinis_092"	"K"	93	1	94	"flexible"	2639	0.0356195528609322
"sanguinis_093"	"K"	86	2	88	"flexible"	2564	0.0343213728549142
"sp1044_082"	"K"	106	0	106	"restricted"	2798	0.0378842030021444
"sp2ps_018"	"K"	112	0	112	"restricted"	2800	0.04
"spCMS30_034"	"K"	98	1	99	"flexible"	2604	0.0380184331797235
"spDD43_036"	"K"	106	0	106	"restricted"	2513	0.0421806605650617
"spH71_040"	"K"	100	1	101	"flexible"	2612	0.0386676875957121
"spH81_042"	"K"	115	0	115	"restricted"	2832	0.0406073446327684
"spHII4_041"	"K"	98	0	98	"flexible"	2717	0.0360691939639308
"spIAM12030_053"	"K"	91	0	91	"restricted"	2669	0.034095166729112
"spJCM18900_049"	"K"	121	0	121	"restricted"	2671	0.0453013852489704
"spJCM18902_051"	"K"	105	0	105	"restricted"	2721	0.0385887541345094
"spJCM18903_052"	"K"	114	2	116	"restricted"	2871	0.0404040404040404
"spNC44_083"	"K"	100	0	100	"restricted"	2689	0.0371885459278542
"spPi21_038"	"K"	109	0	109	"restricted"	2591	0.0420686993438827
"spPi251_037"	"K"	113	0	113	"restricted"	2736	0.0413011695906433
"spPi252_039"	"K"	117	0	117	"restricted"	2671	0.043803818794459
"submarinus_043"	"K"	100	1	101	"restricted"	2555	0.0395303326810176
"urativorans_019"	"K"	108	0	108	"restricted"	2811	0.0384204909284952
"urativorans_084"	"K"	71	0	71	"restricted"	2276	0.031195079086116
"vallis_020"	"K"	98	0	98	"restricted"	2678	0.0365944734876774
"adeliensis_001"	"L"	100	0	100	"restricted"	2572	0.0388802488335925
"aestuarii_044"	"L"	98	0	98	"flexible"	2353	0.0416489587760306
"alimentarius_002"	"L"	107	0	107	"restricted"	2806	0.0381325730577334
"alimentarius_024"	"L"	119	0	119	"restricted"	2795	0.0425760286225403
"aquaticus_003"	"L"	124	0	124	"restricted"	2698	0.0459599703484062
"aquimaris_025"	"L"	155	0	155	"restricted"	2937	0.0527749404153899
"arcticus_004"	"L"	121	0	121	"restricted"	2165	0.0558891454965358
"arenosus_005"	"L"	159	2	161	"flexible"	2930	0.0549488054607509
"celer_006"	"L"	167	2	169	"flexible"	2477	0.0682276947920872
"cibarius_007"	"L"	177	0	177	"restricted"	2653	0.0667169242367132
"cibarius_026"	"L"	245	1	246	"restricted"	2973	0.082744702320888
"ciconiae_008"	"L"	189	0	189	"flexible"	2167	0.087217351176742
"cryohalolentis_009"	"L"	121	2	123	"restricted"	2493	0.049338146811071
"faecalis_023"	"L"	290	0	290	"flexible"	2677	0.108330220395966
"faecalis_087"	"L"	164	0	164	"flexible"	2548	0.0643642072213501
"fjordensis_054"	"L"	114	0	114	"restricted"	2796	0.0407725321888412
"fozii_021"	"L"	107	0	107	"flexible"	2846	0.0375966268446943
"frigidicola_010"	"L"	98	0	98	"restricted"	2385	0.0410901467505241
"frigidicola_056"	"L"	135	0	135	"restricted"	2327	0.0580146110872368
"fulvigenes_045"	"L"	303	0	303	"flexible"	2995	0.101168614357262
"glaciei_055"	"L"	117	0	117	"restricted"	2772	0.0422077922077922
"glacincola_011"	"L"	192	0	192	"restricted"	2645	0.0725897920604915
"glacincola_057"	"L"	170	1	171	"restricted"	2878	0.0594162612925643
"immobilis_012"	"L"	137	0	137	"restricted"	2676	0.0511958146487294
"immobilis_058"	"L"	193	1	194	"restricted"	2978	0.0651443922095366
"immobilis_059"	"L"	161	1	162	"restricted"	2914	0.0555936856554564
"immobilis_060"	"L"	148	0	148	"restricted"	2664	0.0555555555555556
"immobilis_061"	"L"	160	1	161	"restricted"	2889	0.0557286258220838
"immobilis_062"	"L"	140	1	141	"restricted"	2607	0.0540851553509781
"immobilis_063"	"L"	191	0	191	"restricted"	2914	0.0655456417295813
"immobilis_064"	"L"	160	0	160	"restricted"	2753	0.0581184162731566
"immobilis_065"	"L"	176	0	176	"restricted"	2897	0.0607525025888851
"immobilis_066"	"L"	200	0	200	"restricted"	2792	0.0716332378223496
"immobilis_067"	"L"	164	1	165	"restricted"	2508	0.0657894736842105
"immobilis_068"	"L"	182	0	182	"restricted"	2910	0.0625429553264605
"immobilis_069"	"L"	161	3	164	"restricted"	2844	0.0576652601969058
"immobilis_070"	"L"	166	3	169	"restricted"	2894	0.0583966827919834
"immobilis_071"	"L"	157	2	159	"flexible"	2626	0.0605483625285606
"immobilis_072"	"L"	126	2	128	"restricted"	2591	0.0494017753763026
"immobilis_073"	"L"	167	0	167	"restricted"	2774	0.0602018745493872
"immobilis_074"	"L"	133	0	133	"restricted"	2761	0.0481709525534227
"immobilis_075"	"L"	149	1	150	"restricted"	2708	0.0553914327917282
"immobilis_076"	"L"	135	0	135	"restricted"	2612	0.0516845329249617
"jeotgali_027"	"L"	150	0	150	"flexible"	2618	0.0572956455309396
"luti_022"	"L"	111	1	112	"restricted"	2431	0.0460715754833402
"lutiphocae_013"	"L"	249	0	249	"flexible"	2582	0.0964368706429125
"marincola_014"	"L"	104	0	104	"restricted"	2526	0.0411718131433096
"maritimus_015"	"L"	122	0	122	"flexible"	2591	0.0470860671555384
"maritimus_028"	"L"	149	2	151	"flexible"	2594	0.0582112567463377
"namhaensis_029"	"L"	153	0	153	"restricted"	2451	0.0624235006119951
"nivimaris_030"	"L"	177	0	177	"restricted"	2809	0.0630117479530082
"oceani_047"	"L"	158	0	158	"flexible"	2513	0.0628730600875448
"okhotskensis_031"	"L"	156	3	159	"restricted"	2830	0.0561837455830389
"okhotskensis_080"	"L"	156	0	156	"restricted"	2832	0.0550847457627119
"pacificensis_032"	"L"	236	0	236	"flexible"	2737	0.0862257946656924
"phenylpyruvicus_090"	"L"	280	1	281	"flexible"	2721	0.10327085630283
"piscatorii_048"	"L"	200	0	200	"flexible"	2961	0.0675447483958122
"priscuii_086"	"L"	132	0	132	"flexible"	2528	0.0522151898734177
"proteolyticus_016"	"L"	97	0	97	"restricted"	2503	0.038753495805034
"pulmonis_088"	"L"	123	0	123	"flexible"	2445	0.0503067484662577
"pulmonis_089"	"L"	285	0	285	"flexible"	2864	0.0995111731843575
"salsus_033"	"L"	141	0	141	"restricted"	2417	0.0583367811336367
"sanguinis_017"	"L"	158	0	158	"flexible"	2483	0.0636327023761579
"sanguinis_091"	"L"	163	1	164	"flexible"	2574	0.0637140637140637
"sanguinis_092"	"L"	201	1	202	"flexible"	2639	0.0765441455096628
"sanguinis_093"	"L"	134	2	136	"flexible"	2564	0.0530421216848674
"sp1044_082"	"L"	150	0	150	"restricted"	2798	0.0536097212294496
"sp2ps_018"	"L"	126	0	126	"restricted"	2800	0.045
"spCMS30_034"	"L"	161	1	162	"flexible"	2604	0.0622119815668203
"spDD43_036"	"L"	131	0	131	"restricted"	2513	0.0521289295662555
"spH71_040"	"L"	180	1	181	"flexible"	2612	0.0692955589586524
"spH81_042"	"L"	212	1	213	"restricted"	2832	0.0752118644067797
"spHII4_041"	"L"	226	0	226	"flexible"	2717	0.08317997791682
"spIAM12030_053"	"L"	136	0	136	"restricted"	2669	0.0509554140127389
"spJCM18900_049"	"L"	103	0	103	"restricted"	2671	0.038562336203669
"spJCM18902_051"	"L"	119	0	119	"restricted"	2721	0.043733921352444
"spJCM18903_052"	"L"	169	2	171	"restricted"	2871	0.0595611285266458
"spNC44_083"	"L"	127	0	127	"restricted"	2689	0.0472294533283749
"spPi21_038"	"L"	150	0	150	"restricted"	2591	0.0578927055191046
"spPi251_037"	"L"	116	0	116	"restricted"	2736	0.0423976608187134
"spPi252_039"	"L"	138	0	138	"restricted"	2671	0.051666042680644
"submarinus_043"	"L"	174	0	174	"restricted"	2555	0.0681017612524462
"urativorans_019"	"L"	187	0	187	"restricted"	2811	0.0665243685521167
"urativorans_084"	"L"	134	0	134	"restricted"	2276	0.0588752196836555
"vallis_020"	"L"	113	0	113	"restricted"	2678	0.0421956684092606
"adeliensis_001"	"M"	141	4	145	"restricted"	2572	0.0563763608087092
"aestuarii_044"	"M"	132	3	135	"flexible"	2353	0.0573735656608585
"alimentarius_002"	"M"	147	5	152	"restricted"	2806	0.0541696364932288
"alimentarius_024"	"M"	144	5	149	"restricted"	2795	0.053309481216458
"aquaticus_003"	"M"	143	4	147	"restricted"	2698	0.0544848035581913
"aquimaris_025"	"M"	154	7	161	"restricted"	2937	0.0548178413346953
"arcticus_004"	"M"	137	2	139	"restricted"	2165	0.064203233256351
"arenosus_005"	"M"	154	5	159	"flexible"	2930	0.0542662116040956
"celer_006"	"M"	134	6	140	"flexible"	2477	0.0565199838514332
"cibarius_007"	"M"	147	5	152	"restricted"	2653	0.0572936298529966
"cibarius_026"	"M"	167	6	173	"restricted"	2973	0.0581903800874538
"ciconiae_008"	"M"	115	2	117	"flexible"	2167	0.0539916935856022
"cryohalolentis_009"	"M"	143	4	147	"restricted"	2493	0.0589651022864019
"faecalis_023"	"M"	130	3	133	"flexible"	2677	0.0496824803884946
"faecalis_087"	"M"	139	3	142	"flexible"	2548	0.0557299843014129
"fjordensis_054"	"M"	162	6	168	"restricted"	2796	0.0600858369098712
"fozii_021"	"M"	157	5	162	"flexible"	2846	0.0569219957835559
"frigidicola_010"	"M"	157	3	160	"restricted"	2385	0.0670859538784067
"frigidicola_056"	"M"	146	3	149	"restricted"	2327	0.0640309411259132
"fulvigenes_045"	"M"	146	5	151	"flexible"	2995	0.0504173622704508
"glaciei_055"	"M"	140	6	146	"restricted"	2772	0.0526695526695527
"glacincola_011"	"M"	166	5	171	"restricted"	2645	0.0646502835538752
"glacincola_057"	"M"	176	6	182	"restricted"	2878	0.0632383599722029
"immobilis_012"	"M"	167	6	173	"restricted"	2676	0.0646487294469357
"immobilis_058"	"M"	166	6	172	"restricted"	2978	0.0577568838146407
"immobilis_059"	"M"	156	6	162	"restricted"	2914	0.0555936856554564
"immobilis_060"	"M"	136	4	140	"restricted"	2664	0.0525525525525526
"immobilis_061"	"M"	159	6	165	"restricted"	2889	0.0571131879543094
"immobilis_062"	"M"	144	5	149	"restricted"	2607	0.0571538166474875
"immobilis_063"	"M"	163	5	168	"restricted"	2914	0.057652711050103
"immobilis_064"	"M"	166	6	172	"restricted"	2753	0.0624772974936433
"immobilis_065"	"M"	160	7	167	"restricted"	2897	0.0576458405246807
"immobilis_066"	"M"	142	5	147	"restricted"	2792	0.0526504297994269
"immobilis_067"	"M"	137	3	140	"restricted"	2508	0.0558213716108453
"immobilis_068"	"M"	163	6	169	"restricted"	2910	0.0580756013745704
"immobilis_069"	"M"	149	5	154	"restricted"	2844	0.0541490857946554
"immobilis_070"	"M"	151	6	157	"restricted"	2894	0.0542501727712509
"immobilis_071"	"M"	151	5	156	"flexible"	2626	0.0594059405940594
"immobilis_072"	"M"	154	5	159	"restricted"	2591	0.0613662678502509
"immobilis_073"	"M"	171	6	177	"restricted"	2774	0.0638067772170151
"immobilis_074"	"M"	148	5	153	"restricted"	2761	0.0554147048170953
"immobilis_075"	"M"	150	5	155	"restricted"	2708	0.0572378138847858
"immobilis_076"	"M"	158	3	161	"restricted"	2612	0.0616385911179173
"jeotgali_027"	"M"	145	4	149	"flexible"	2618	0.0569136745607334
"luti_022"	"M"	138	3	141	"restricted"	2431	0.0580008227067051
"lutiphocae_013"	"M"	140	2	142	"flexible"	2582	0.0549961270333075
"marincola_014"	"M"	134	4	138	"restricted"	2526	0.0546318289786223
"maritimus_015"	"M"	138	3	141	"flexible"	2591	0.0544191431879583
"maritimus_028"	"M"	152	4	156	"flexible"	2594	0.0601387818041635
"namhaensis_029"	"M"	133	4	137	"restricted"	2451	0.0558955528355773
"nivimaris_030"	"M"	154	8	162	"restricted"	2809	0.0576717693129227
"oceani_047"	"M"	137	3	140	"flexible"	2513	0.0557103064066852
"okhotskensis_031"	"M"	159	5	164	"restricted"	2830	0.0579505300353357
"okhotskensis_080"	"M"	172	7	179	"restricted"	2832	0.0632062146892655
"pacificensis_032"	"M"	136	5	141	"flexible"	2737	0.051516258677384
"phenylpyruvicus_090"	"M"	147	3	150	"flexible"	2721	0.0551267916207277
"piscatorii_048"	"M"	155	5	160	"flexible"	2961	0.0540357987166498
"priscuii_086"	"M"	140	4	144	"flexible"	2528	0.0569620253164557
"proteolyticus_016"	"M"	135	4	139	"restricted"	2503	0.0555333599680384
"pulmonis_088"	"M"	152	3	155	"flexible"	2445	0.0633946830265849
"pulmonis_089"	"M"	147	4	151	"flexible"	2864	0.0527234636871508
"salsus_033"	"M"	143	4	147	"restricted"	2417	0.0608191973520894
"sanguinis_017"	"M"	149	4	153	"flexible"	2483	0.0616190092629883
"sanguinis_091"	"M"	147	4	151	"flexible"	2574	0.0586635586635587
"sanguinis_092"	"M"	146	4	150	"flexible"	2639	0.0568397120121258
"sanguinis_093"	"M"	143	5	148	"flexible"	2564	0.0577223088923557
"sp1044_082"	"M"	159	5	164	"restricted"	2798	0.0586132952108649
"sp2ps_018"	"M"	151	6	157	"restricted"	2800	0.0560714285714286
"spCMS30_034"	"M"	152	3	155	"flexible"	2604	0.0595238095238095
"spDD43_036"	"M"	146	4	150	"restricted"	2513	0.0596896140071628
"spH71_040"	"M"	140	3	143	"flexible"	2612	0.0547473200612557
"spH81_042"	"M"	151	5	156	"restricted"	2832	0.0550847457627119
"spHII4_041"	"M"	146	5	151	"flexible"	2717	0.055576002944424
"spIAM12030_053"	"M"	159	3	162	"restricted"	2669	0.0606968902210566
"spJCM18900_049"	"M"	146	7	153	"restricted"	2671	0.0572819168850618
"spJCM18902_051"	"M"	156	6	162	"restricted"	2721	0.0595369349503859
"spJCM18903_052"	"M"	158	6	164	"restricted"	2871	0.0571229536746778
"spNC44_083"	"M"	160	5	165	"restricted"	2689	0.0613611007809595
"spPi21_038"	"M"	140	6	146	"restricted"	2591	0.0563489000385951
"spPi251_037"	"M"	161	6	167	"restricted"	2736	0.0610380116959064
"spPi252_039"	"M"	140	4	144	"restricted"	2671	0.0539123923624111
"submarinus_043"	"M"	149	4	153	"restricted"	2555	0.0598825831702544
"urativorans_019"	"M"	153	2	155	"restricted"	2811	0.0551405193881181
"urativorans_084"	"M"	139	3	142	"restricted"	2276	0.062390158172232
"vallis_020"	"M"	154	3	157	"restricted"	2678	0.0586258401792382
"adeliensis_001"	"N"	0	15	15	"restricted"	2572	0.00583203732503888
"aestuarii_044"	"N"	0	15	15	"flexible"	2353	0.00637484062898428
"alimentarius_002"	"N"	1	15	16	"restricted"	2806	0.00570206699928724
"alimentarius_024"	"N"	1	15	16	"restricted"	2795	0.00572450805008945
"aquaticus_003"	"N"	0	15	15	"restricted"	2698	0.0055596738324685
"aquimaris_025"	"N"	1	16	17	"restricted"	2937	0.00578821927136534
"arcticus_004"	"N"	1	11	12	"restricted"	2165	0.00554272517321016
"arenosus_005"	"N"	1	15	16	"flexible"	2930	0.00546075085324232
"celer_006"	"N"	0	14	14	"flexible"	2477	0.00565199838514332
"cibarius_007"	"N"	0	18	18	"restricted"	2653	0.00678477195627591
"cibarius_026"	"N"	0	18	18	"restricted"	2973	0.00605449041372351
"ciconiae_008"	"N"	0	14	14	"flexible"	2167	0.00646054453161052
"cryohalolentis_009"	"N"	0	15	15	"restricted"	2493	0.00601684717208183
"faecalis_023"	"N"	0	14	14	"flexible"	2677	0.00522973477773627
"faecalis_087"	"N"	0	16	16	"flexible"	2548	0.00627943485086342
"fjordensis_054"	"N"	1	15	16	"restricted"	2796	0.00572246065808298
"fozii_021"	"N"	1	15	16	"flexible"	2846	0.005621925509487
"frigidicola_010"	"N"	0	15	15	"restricted"	2385	0.00628930817610063
"frigidicola_056"	"N"	1	13	14	"restricted"	2327	0.00601633003867641
"fulvigenes_045"	"N"	0	13	13	"flexible"	2995	0.00434056761268781
"glaciei_055"	"N"	1	14	15	"restricted"	2772	0.00541125541125541
"glacincola_011"	"N"	1	12	13	"restricted"	2645	0.00491493383742911
"glacincola_057"	"N"	0	17	17	"restricted"	2878	0.00590687977762335
"immobilis_012"	"N"	0	14	14	"restricted"	2676	0.00523168908819133
"immobilis_058"	"N"	1	14	15	"restricted"	2978	0.00503693754197448
"immobilis_059"	"N"	0	14	14	"restricted"	2914	0.00480439258750858
"immobilis_060"	"N"	1	16	17	"restricted"	2664	0.00638138138138138
"immobilis_061"	"N"	0	15	15	"restricted"	2889	0.00519210799584631
"immobilis_062"	"N"	0	14	14	"restricted"	2607	0.00537015726889145
"immobilis_063"	"N"	2	15	17	"restricted"	2914	0.00583390528483185
"immobilis_064"	"N"	0	14	14	"restricted"	2753	0.0050853614239012
"immobilis_065"	"N"	0	14	14	"restricted"	2897	0.00483258543320677
"immobilis_066"	"N"	1	12	13	"restricted"	2792	0.00465616045845272
"immobilis_067"	"N"	1	14	15	"restricted"	2508	0.00598086124401914
"immobilis_068"	"N"	0	14	14	"restricted"	2910	0.00481099656357388
"immobilis_069"	"N"	0	15	15	"restricted"	2844	0.00527426160337553
"immobilis_070"	"N"	0	15	15	"restricted"	2894	0.00518313752591569
"immobilis_071"	"N"	0	14	14	"flexible"	2626	0.00533130236100533
"immobilis_072"	"N"	1	17	18	"restricted"	2591	0.00694712466229255
"immobilis_073"	"N"	0	19	19	"restricted"	2774	0.00684931506849315
"immobilis_074"	"N"	1	15	16	"restricted"	2761	0.00579500181093807
"immobilis_075"	"N"	1	14	15	"restricted"	2708	0.00553914327917282
"immobilis_076"	"N"	0	12	12	"restricted"	2612	0.00459418070444104
"jeotgali_027"	"N"	1	16	17	"flexible"	2618	0.00649350649350649
"luti_022"	"N"	0	15	15	"restricted"	2431	0.00617030028794735
"lutiphocae_013"	"N"	1	8	9	"flexible"	2582	0.0034856700232378
"marincola_014"	"N"	0	15	15	"restricted"	2526	0.00593824228028504
"maritimus_015"	"N"	0	15	15	"flexible"	2591	0.00578927055191046
"maritimus_028"	"N"	0	15	15	"flexible"	2594	0.00578257517347725
"namhaensis_029"	"N"	0	14	14	"restricted"	2451	0.00571195430436556
"nivimaris_030"	"N"	0	14	14	"restricted"	2809	0.00498398006407974
"oceani_047"	"N"	1	14	15	"flexible"	2513	0.00596896140071628
"okhotskensis_031"	"N"	1	14	15	"restricted"	2830	0.00530035335689046
"okhotskensis_080"	"N"	1	14	15	"restricted"	2832	0.00529661016949153
"pacificensis_032"	"N"	0	14	14	"flexible"	2737	0.0051150895140665
"phenylpyruvicus_090"	"N"	0	7	7	"flexible"	2721	0.00257258360896729
"piscatorii_048"	"N"	2	17	19	"flexible"	2961	0.00641675109760216
"priscuii_086"	"N"	0	15	15	"flexible"	2528	0.00593354430379747
"proteolyticus_016"	"N"	0	15	15	"restricted"	2503	0.00599280862964443
"pulmonis_088"	"N"	0	14	14	"flexible"	2445	0.00572597137014315
"pulmonis_089"	"N"	0	16	16	"flexible"	2864	0.00558659217877095
"salsus_033"	"N"	2	12	14	"restricted"	2417	0.0057923045097228
"sanguinis_017"	"N"	0	12	12	"flexible"	2483	0.00483286347160693
"sanguinis_091"	"N"	1	11	12	"flexible"	2574	0.00466200466200466
"sanguinis_092"	"N"	0	11	11	"flexible"	2639	0.00416824554755589
"sanguinis_093"	"N"	0	11	11	"flexible"	2564	0.00429017160686427
"sp1044_082"	"N"	1	14	15	"restricted"	2798	0.00536097212294496
"sp2ps_018"	"N"	0	15	15	"restricted"	2800	0.00535714285714286
"spCMS30_034"	"N"	0	15	15	"flexible"	2604	0.00576036866359447
"spDD43_036"	"N"	0	15	15	"restricted"	2513	0.00596896140071628
"spH71_040"	"N"	0	11	11	"flexible"	2612	0.00421133231240429
"spH81_042"	"N"	0	13	13	"restricted"	2832	0.00459039548022599
"spHII4_041"	"N"	1	14	15	"flexible"	2717	0.0055207949944792
"spIAM12030_053"	"N"	0	12	12	"restricted"	2669	0.00449606594230049
"spJCM18900_049"	"N"	0	16	16	"restricted"	2671	0.00599026581804568
"spJCM18902_051"	"N"	0	14	14	"restricted"	2721	0.00514516721793458
"spJCM18903_052"	"N"	1	14	15	"restricted"	2871	0.00522466039707419
"spNC44_083"	"N"	0	14	14	"restricted"	2689	0.00520639642989959
"spPi21_038"	"N"	2	14	16	"restricted"	2591	0.00617522192203782
"spPi251_037"	"N"	1	15	16	"restricted"	2736	0.00584795321637427
"spPi252_039"	"N"	0	14	14	"restricted"	2671	0.00524148259078997
"submarinus_043"	"N"	0	12	12	"restricted"	2555	0.00469667318982387
"urativorans_019"	"N"	1	18	19	"restricted"	2811	0.00675916044112415
"urativorans_084"	"N"	0	15	15	"restricted"	2276	0.00659050966608084
"vallis_020"	"N"	0	15	15	"restricted"	2678	0.00560119492158327
"adeliensis_001"	"O"	111	4	115	"restricted"	2572	0.0447122861586314
"aestuarii_044"	"O"	92	4	96	"flexible"	2353	0.0407989800254994
"alimentarius_002"	"O"	98	4	102	"restricted"	2806	0.0363506771204562
"alimentarius_024"	"O"	99	4	103	"restricted"	2795	0.0368515205724508
"aquaticus_003"	"O"	108	4	112	"restricted"	2698	0.0415122312824314
"aquimaris_025"	"O"	107	5	112	"restricted"	2937	0.0381341504937011
"arcticus_004"	"O"	86	5	91	"restricted"	2165	0.0420323325635104
"arenosus_005"	"O"	101	4	105	"flexible"	2930	0.0358361774744027
"celer_006"	"O"	100	4	104	"flexible"	2477	0.0419862737182075
